LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,LITRES/CAPITA,Flag Codes,DATE_CORRECTED
MEX,ALCOHOL,TOT,LT_CAP15,A,1978,4,,1/1/1978
MEX,ALCOHOL,TOT,LT_CAP15,A,1979,4.3,,1/1/1979
MEX,ALCOHOL,TOT,LT_CAP15,A,1980,4.5,,1/1/1980
MEX,ALCOHOL,TOT,LT_CAP15,A,1981,4.8,,1/1/1981
MEX,ALCOHOL,TOT,LT_CAP15,A,1982,4.5,,1/1/1982
MEX,ALCOHOL,TOT,LT_CAP15,A,1983,4.3,,1/1/1983
MEX,ALCOHOL,TOT,LT_CAP15,A,1984,4.4,,1/1/1984
MEX,ALCOHOL,TOT,LT_CAP15,A,1985,4.5,,1/1/1985
MEX,ALCOHOL,TOT,LT_CAP15,A,1986,4.4,,1/1/1986
MEX,ALCOHOL,TOT,LT_CAP15,A,1987,4.7,,1/1/1987
MEX,ALCOHOL,TOT,LT_CAP15,A,1988,4.5,,1/1/1988
MEX,ALCOHOL,TOT,LT_CAP15,A,1989,5.1,,1/1/1989
MEX,ALCOHOL,TOT,LT_CAP15,A,1990,4.9,,1/1/1990
MEX,ALCOHOL,TOT,LT_CAP15,A,1991,4.8,,1/1/1991
MEX,ALCOHOL,TOT,LT_CAP15,A,1992,5.3,,1/1/1992
MEX,ALCOHOL,TOT,LT_CAP15,A,1993,5.2,,1/1/1993
MEX,ALCOHOL,TOT,LT_CAP15,A,1994,5.2,,1/1/1994
MEX,ALCOHOL,TOT,LT_CAP15,A,1995,5.1,,1/1/1995
MEX,ALCOHOL,TOT,LT_CAP15,A,1996,5.3,,1/1/1996
MEX,ALCOHOL,TOT,LT_CAP15,A,1997,4.8,,1/1/1997
MEX,ALCOHOL,TOT,LT_CAP15,A,1998,4.9,,1/1/1998
MEX,ALCOHOL,TOT,LT_CAP15,A,1999,4.9,,1/1/1999
MEX,ALCOHOL,TOT,LT_CAP15,A,2000,5.2,,1/1/2000
MEX,ALCOHOL,TOT,LT_CAP15,A,2001,5,,1/1/2001
MEX,ALCOHOL,TOT,LT_CAP15,A,2002,4.9,,1/1/2002
MEX,ALCOHOL,TOT,LT_CAP15,A,2003,5,,1/1/2003
MEX,ALCOHOL,TOT,LT_CAP15,A,2004,5,,1/1/2004
MEX,ALCOHOL,TOT,LT_CAP15,A,2005,5,,1/1/2005
MEX,ALCOHOL,TOT,LT_CAP15,A,2006,5.2,,1/1/2006
MEX,ALCOHOL,TOT,LT_CAP15,A,2007,4.1,,1/1/2007
MEX,ALCOHOL,TOT,LT_CAP15,A,2008,4,D,1/1/2008
MEX,ALCOHOL,TOT,LT_CAP15,A,2009,4.3,D,1/1/2009
MEX,ALCOHOL,TOT,LT_CAP15,A,2010,4,D,1/1/2010
MEX,ALCOHOL,TOT,LT_CAP15,A,2011,4,D,1/1/2011
MEX,ALCOHOL,TOT,LT_CAP15,A,2012,3.9,D,1/1/2012
MEX,ALCOHOL,TOT,LT_CAP15,A,2013,3.8,D,1/1/2013
MEX,ALCOHOL,TOT,LT_CAP15,A,2014,4,D,1/1/2014
MEX,ALCOHOL,TOT,LT_CAP15,A,2015,4.3,D,1/1/2015
MEX,ALCOHOL,TOT,LT_CAP15,A,2016,4.4,D,1/1/2016
MEX,ALCOHOL,TOT,LT_CAP15,A,2017,4.7,D,1/1/2017
MEX,ALCOHOL,TOT,LT_CAP15,A,2018,4.8,D,1/1/2018
MEX,ALCOHOL,TOT,LT_CAP15,A,2019,4.9,D,1/1/2019
MEX,ALCOHOL,TOT,LT_CAP15,A,2020,4.2,D,1/1/2020
MEX,ALCOHOL,TOT,LT_CAP15,A,2021,5.1,D,1/1/2021
NLD,ALCOHOL,TOT,LT_CAP15,A,1960,3.7,,1/1/1960
NLD,ALCOHOL,TOT,LT_CAP15,A,1961,3.7,,1/1/1961
NLD,ALCOHOL,TOT,LT_CAP15,A,1962,4.3,,1/1/1962
NLD,ALCOHOL,TOT,LT_CAP15,A,1963,4.8,,1/1/1963
NLD,ALCOHOL,TOT,LT_CAP15,A,1964,5,,1/1/1964
NLD,ALCOHOL,TOT,LT_CAP15,A,1965,5.9,,1/1/1965
NLD,ALCOHOL,TOT,LT_CAP15,A,1966,5.4,,1/1/1966
NLD,ALCOHOL,TOT,LT_CAP15,A,1967,6.2,,1/1/1967
NLD,ALCOHOL,TOT,LT_CAP15,A,1968,6.5,,1/1/1968
NLD,ALCOHOL,TOT,LT_CAP15,A,1969,7.2,,1/1/1969
NLD,ALCOHOL,TOT,LT_CAP15,A,1970,7.8,,1/1/1970
NLD,ALCOHOL,TOT,LT_CAP15,A,1971,8.5,,1/1/1971
NLD,ALCOHOL,TOT,LT_CAP15,A,1972,9.3,,1/1/1972
NLD,ALCOHOL,TOT,LT_CAP15,A,1973,10.3,,1/1/1973
NLD,ALCOHOL,TOT,LT_CAP15,A,1974,10.8,,1/1/1974
NLD,ALCOHOL,TOT,LT_CAP15,A,1975,11.9,,1/1/1975
NLD,ALCOHOL,TOT,LT_CAP15,A,1976,11.2,,1/1/1976
NLD,ALCOHOL,TOT,LT_CAP15,A,1977,11.7,,1/1/1977
NLD,ALCOHOL,TOT,LT_CAP15,A,1978,11.9,,1/1/1978
NLD,ALCOHOL,TOT,LT_CAP15,A,1979,12.2,,1/1/1979
NLD,ALCOHOL,TOT,LT_CAP15,A,1980,11.5,,1/1/1980
NLD,ALCOHOL,TOT,LT_CAP15,A,1981,11.3,,1/1/1981
NLD,ALCOHOL,TOT,LT_CAP15,A,1982,11,,1/1/1982
NLD,ALCOHOL,TOT,LT_CAP15,A,1983,11.2,,1/1/1983
NLD,ALCOHOL,TOT,LT_CAP15,A,1984,10.8,,1/1/1984
NLD,ALCOHOL,TOT,LT_CAP15,A,1985,10.6,,1/1/1985
NLD,ALCOHOL,TOT,LT_CAP15,A,1986,10.6,,1/1/1986
NLD,ALCOHOL,TOT,LT_CAP15,A,1987,10.2,,1/1/1987
NLD,ALCOHOL,TOT,LT_CAP15,A,1988,10.2,,1/1/1988
NLD,ALCOHOL,TOT,LT_CAP15,A,1989,10,,1/1/1989
NLD,ALCOHOL,TOT,LT_CAP15,A,1990,9.9,,1/1/1990
NLD,ALCOHOL,TOT,LT_CAP15,A,1991,10,,1/1/1991
NLD,ALCOHOL,TOT,LT_CAP15,A,1992,10,,1/1/1992
NLD,ALCOHOL,TOT,LT_CAP15,A,1993,9.7,,1/1/1993
NLD,ALCOHOL,TOT,LT_CAP15,A,1994,9.7,,1/1/1994
NLD,ALCOHOL,TOT,LT_CAP15,A,1995,9.8,,1/1/1995
NLD,ALCOHOL,TOT,LT_CAP15,A,1996,9.9,,1/1/1996
NLD,ALCOHOL,TOT,LT_CAP15,A,1997,10.1,,1/1/1997
NLD,ALCOHOL,TOT,LT_CAP15,A,1998,9.9,,1/1/1998
NLD,ALCOHOL,TOT,LT_CAP15,A,1999,10.1,,1/1/1999
NLD,ALCOHOL,TOT,LT_CAP15,A,2000,10.1,,1/1/2000
NLD,ALCOHOL,TOT,LT_CAP15,A,2001,10,,1/1/2001
NLD,ALCOHOL,TOT,LT_CAP15,A,2002,9.8,,1/1/2002
NLD,ALCOHOL,TOT,LT_CAP15,A,2003,9.7,,1/1/2003
NLD,ALCOHOL,TOT,LT_CAP15,A,2004,9.6,,1/1/2004
NLD,ALCOHOL,TOT,LT_CAP15,A,2005,9.6,,1/1/2005
NLD,ALCOHOL,TOT,LT_CAP15,A,2006,9.6,,1/1/2006
NLD,ALCOHOL,TOT,LT_CAP15,A,2007,9.6,,1/1/2007
NLD,ALCOHOL,TOT,LT_CAP15,A,2008,9.7,,1/1/2008
NLD,ALCOHOL,TOT,LT_CAP15,A,2009,9.4,,1/1/2009
NLD,ALCOHOL,TOT,LT_CAP15,A,2010,9.1,,1/1/2010
NLD,ALCOHOL,TOT,LT_CAP15,A,2011,9,,1/1/2011
NLD,ALCOHOL,TOT,LT_CAP15,A,2012,9.1,,1/1/2012
NLD,ALCOHOL,TOT,LT_CAP15,A,2013,8.7,,1/1/2013
NLD,ALCOHOL,TOT,LT_CAP15,A,2014,8.4,,1/1/2014
NLD,ALCOHOL,TOT,LT_CAP15,A,2015,8.3,,1/1/2015
NLD,ALCOHOL,TOT,LT_CAP15,A,2016,8.2,,1/1/2016
NLD,ALCOHOL,TOT,LT_CAP15,A,2017,8.3,,1/1/2017
NLD,ALCOHOL,TOT,LT_CAP15,A,2018,8.3,,1/1/2018
NLD,ALCOHOL,TOT,LT_CAP15,A,2019,8.2,,1/1/2019
NLD,ALCOHOL,TOT,LT_CAP15,A,2020,7.8,,1/1/2020
NLD,ALCOHOL,TOT,LT_CAP15,A,2021,8.1,,1/1/2021
NZL,ALCOHOL,TOT,LT_CAP15,A,1960,7.9,,1/1/1960
NZL,ALCOHOL,TOT,LT_CAP15,A,1965,8.6,,1/1/1965
NZL,ALCOHOL,TOT,LT_CAP15,A,1970,9.8,,1/1/1970
NZL,ALCOHOL,TOT,LT_CAP15,A,1971,10.4,,1/1/1971
NZL,ALCOHOL,TOT,LT_CAP15,A,1972,10.6,,1/1/1972
NZL,ALCOHOL,TOT,LT_CAP15,A,1973,11.3,,1/1/1973
NZL,ALCOHOL,TOT,LT_CAP15,A,1974,11.5,,1/1/1974
NZL,ALCOHOL,TOT,LT_CAP15,A,1975,11.5,,1/1/1975
NZL,ALCOHOL,TOT,LT_CAP15,A,1976,11.6,,1/1/1976
NZL,ALCOHOL,TOT,LT_CAP15,A,1977,11.5,,1/1/1977
NZL,ALCOHOL,TOT,LT_CAP15,A,1978,12.1,,1/1/1978
NZL,ALCOHOL,TOT,LT_CAP15,A,1979,11.6,,1/1/1979
NZL,ALCOHOL,TOT,LT_CAP15,A,1980,11.8,,1/1/1980
NZL,ALCOHOL,TOT,LT_CAP15,A,1981,11.7,,1/1/1981
NZL,ALCOHOL,TOT,LT_CAP15,A,1982,11.7,,1/1/1982
NZL,ALCOHOL,TOT,LT_CAP15,A,1983,10.6,,1/1/1983
NZL,ALCOHOL,TOT,LT_CAP15,A,1984,11,,1/1/1984
NZL,ALCOHOL,TOT,LT_CAP15,A,1985,10.8,,1/1/1985
NZL,ALCOHOL,TOT,LT_CAP15,A,1986,11.3,,1/1/1986
NZL,ALCOHOL,TOT,LT_CAP15,A,1987,10.3,,1/1/1987
NZL,ALCOHOL,TOT,LT_CAP15,A,1988,10.1,,1/1/1988
NZL,ALCOHOL,TOT,LT_CAP15,A,1989,10.2,,1/1/1989
NZL,ALCOHOL,TOT,LT_CAP15,A,1990,10.3,,1/1/1990
NZL,ALCOHOL,TOT,LT_CAP15,A,1991,9.9,,1/1/1991
NZL,ALCOHOL,TOT,LT_CAP15,A,1992,9.8,,1/1/1992
NZL,ALCOHOL,TOT,LT_CAP15,A,1993,9.3,,1/1/1993
NZL,ALCOHOL,TOT,LT_CAP15,A,1994,9.5,,1/1/1994
NZL,ALCOHOL,TOT,LT_CAP15,A,1995,9.3,,1/1/1995
NZL,ALCOHOL,TOT,LT_CAP15,A,1996,8.8,,1/1/1996
NZL,ALCOHOL,TOT,LT_CAP15,A,1997,8.7,,1/1/1997
NZL,ALCOHOL,TOT,LT_CAP15,A,1998,8.7,,1/1/1998
NZL,ALCOHOL,TOT,LT_CAP15,A,1999,8.9,,1/1/1999
NZL,ALCOHOL,TOT,LT_CAP15,A,2000,8.9,,1/1/2000
NZL,ALCOHOL,TOT,LT_CAP15,A,2001,8.7,,1/1/2001
NZL,ALCOHOL,TOT,LT_CAP15,A,2002,9.1,,1/1/2002
NZL,ALCOHOL,TOT,LT_CAP15,A,2003,8.9,,1/1/2003
NZL,ALCOHOL,TOT,LT_CAP15,A,2004,9.1,,1/1/2004
NZL,ALCOHOL,TOT,LT_CAP15,A,2005,9.3,,1/1/2005
NZL,ALCOHOL,TOT,LT_CAP15,A,2006,9.3,,1/1/2006
NZL,ALCOHOL,TOT,LT_CAP15,A,2007,9.2,,1/1/2007
NZL,ALCOHOL,TOT,LT_CAP15,A,2008,9.5,,1/1/2008
NZL,ALCOHOL,TOT,LT_CAP15,A,2009,9.3,,1/1/2009
NZL,ALCOHOL,TOT,LT_CAP15,A,2010,9.6,,1/1/2010
NZL,ALCOHOL,TOT,LT_CAP15,A,2011,9.5,,1/1/2011
NZL,ALCOHOL,TOT,LT_CAP15,A,2012,9.2,,1/1/2012
NZL,ALCOHOL,TOT,LT_CAP15,A,2013,9.2,,1/1/2013
NZL,ALCOHOL,TOT,LT_CAP15,A,2014,9.1,,1/1/2014
NZL,ALCOHOL,TOT,LT_CAP15,A,2015,8.7,,1/1/2015
NZL,ALCOHOL,TOT,LT_CAP15,A,2016,8.9,,1/1/2016
NZL,ALCOHOL,TOT,LT_CAP15,A,2017,8.8,,1/1/2017
NZL,ALCOHOL,TOT,LT_CAP15,A,2018,8.8,,1/1/2018
NZL,ALCOHOL,TOT,LT_CAP15,A,2019,8.8,,1/1/2019
NZL,ALCOHOL,TOT,LT_CAP15,A,2020,8.7,,1/1/2020
NZL,ALCOHOL,TOT,LT_CAP15,A,2021,8.8,,1/1/2021
NZL,ALCOHOL,TOT,LT_CAP15,A,2022,8.7,,1/1/2022
NOR,ALCOHOL,TOT,LT_CAP15,A,1960,3.4,,1/1/1960
NOR,ALCOHOL,TOT,LT_CAP15,A,1961,3.5,,1/1/1961
NOR,ALCOHOL,TOT,LT_CAP15,A,1962,3.5,,1/1/1962
NOR,ALCOHOL,TOT,LT_CAP15,A,1963,3.6,,1/1/1963
NOR,ALCOHOL,TOT,LT_CAP15,A,1964,3.5,,1/1/1964
NOR,ALCOHOL,TOT,LT_CAP15,A,1965,3.7,,1/1/1965
NOR,ALCOHOL,TOT,LT_CAP15,A,1966,3.8,,1/1/1966
NOR,ALCOHOL,TOT,LT_CAP15,A,1967,4,,1/1/1967
NOR,ALCOHOL,TOT,LT_CAP15,A,1968,4.3,,1/1/1968
NOR,ALCOHOL,TOT,LT_CAP15,A,1969,4.4,,1/1/1969
NOR,ALCOHOL,TOT,LT_CAP15,A,1970,4.7,,1/1/1970
NOR,ALCOHOL,TOT,LT_CAP15,A,1971,4.9,,1/1/1971
NOR,ALCOHOL,TOT,LT_CAP15,A,1972,5,,1/1/1972
NOR,ALCOHOL,TOT,LT_CAP15,A,1973,5.1,,1/1/1973
NOR,ALCOHOL,TOT,LT_CAP15,A,1974,5.5,,1/1/1974
NOR,ALCOHOL,TOT,LT_CAP15,A,1975,5.5,,1/1/1975
NOR,ALCOHOL,TOT,LT_CAP15,A,1976,5.7,,1/1/1976
NOR,ALCOHOL,TOT,LT_CAP15,A,1977,5.7,,1/1/1977
NOR,ALCOHOL,TOT,LT_CAP15,A,1978,5.2,,1/1/1978
NOR,ALCOHOL,TOT,LT_CAP15,A,1979,5.6,,1/1/1979
NOR,ALCOHOL,TOT,LT_CAP15,A,1980,6,,1/1/1980
NOR,ALCOHOL,TOT,LT_CAP15,A,1981,5.3,,1/1/1981
NOR,ALCOHOL,TOT,LT_CAP15,A,1982,4.8,,1/1/1982
NOR,ALCOHOL,TOT,LT_CAP15,A,1983,4.9,,1/1/1983
NOR,ALCOHOL,TOT,LT_CAP15,A,1984,5,,1/1/1984
NOR,ALCOHOL,TOT,LT_CAP15,A,1985,5.2,,1/1/1985
NOR,ALCOHOL,TOT,LT_CAP15,A,1986,5.3,,1/1/1986
NOR,ALCOHOL,TOT,LT_CAP15,A,1987,5.4,,1/1/1987
NOR,ALCOHOL,TOT,LT_CAP15,A,1988,5.3,,1/1/1988
NOR,ALCOHOL,TOT,LT_CAP15,A,1989,5.1,,1/1/1989
NOR,ALCOHOL,TOT,LT_CAP15,A,1990,5,,1/1/1990
NOR,ALCOHOL,TOT,LT_CAP15,A,1991,4.9,,1/1/1991
NOR,ALCOHOL,TOT,LT_CAP15,A,1992,4.7,,1/1/1992
NOR,ALCOHOL,TOT,LT_CAP15,A,1993,4.6,,1/1/1993
NOR,ALCOHOL,TOT,LT_CAP15,A,1994,4.7,,1/1/1994
NOR,ALCOHOL,TOT,LT_CAP15,A,1995,4.8,,1/1/1995
NOR,ALCOHOL,TOT,LT_CAP15,A,1996,5,,1/1/1996
NOR,ALCOHOL,TOT,LT_CAP15,A,1997,5.3,,1/1/1997
NOR,ALCOHOL,TOT,LT_CAP15,A,1998,5.2,,1/1/1998
NOR,ALCOHOL,TOT,LT_CAP15,A,1999,5.5,,1/1/1999
NOR,ALCOHOL,TOT,LT_CAP15,A,2000,5.7,,1/1/2000
NOR,ALCOHOL,TOT,LT_CAP15,A,2001,5.5,,1/1/2001
NOR,ALCOHOL,TOT,LT_CAP15,A,2002,5.9,,1/1/2002
NOR,ALCOHOL,TOT,LT_CAP15,A,2003,6,,1/1/2003
NOR,ALCOHOL,TOT,LT_CAP15,A,2004,6.2,,1/1/2004
NOR,ALCOHOL,TOT,LT_CAP15,A,2005,6.4,,1/1/2005
NOR,ALCOHOL,TOT,LT_CAP15,A,2006,6.5,,1/1/2006
NOR,ALCOHOL,TOT,LT_CAP15,A,2007,6.6,,1/1/2007
NOR,ALCOHOL,TOT,LT_CAP15,A,2008,6.8,,1/1/2008
NOR,ALCOHOL,TOT,LT_CAP15,A,2009,6.7,,1/1/2009
NOR,ALCOHOL,TOT,LT_CAP15,A,2010,6.6,,1/1/2010
NOR,ALCOHOL,TOT,LT_CAP15,A,2011,6.4,,1/1/2011
NOR,ALCOHOL,TOT,LT_CAP15,A,2012,6.2,,1/1/2012
NOR,ALCOHOL,TOT,LT_CAP15,A,2013,6.2,,1/1/2013
NOR,ALCOHOL,TOT,LT_CAP15,A,2014,6.1,,1/1/2014
NOR,ALCOHOL,TOT,LT_CAP15,A,2015,6,,1/1/2015
NOR,ALCOHOL,TOT,LT_CAP15,A,2016,6,,1/1/2016
NOR,ALCOHOL,TOT,LT_CAP15,A,2017,6,,1/1/2017
NOR,ALCOHOL,TOT,LT_CAP15,A,2018,6,,1/1/2018
NOR,ALCOHOL,TOT,LT_CAP15,A,2019,6.1,,1/1/2019
NOR,ALCOHOL,TOT,LT_CAP15,A,2020,7.2,,1/1/2020
NOR,ALCOHOL,TOT,LT_CAP15,A,2021,7.4,,1/1/2021
NOR,ALCOHOL,TOT,LT_CAP15,A,2022,6.6,,1/1/2022
POL,ALCOHOL,TOT,LT_CAP15,A,1961,6.3,,1/1/1961
POL,ALCOHOL,TOT,LT_CAP15,A,1962,6.1,,1/1/1962
POL,ALCOHOL,TOT,LT_CAP15,A,1963,6.2,,1/1/1963
POL,ALCOHOL,TOT,LT_CAP15,A,1964,6.2,,1/1/1964
POL,ALCOHOL,TOT,LT_CAP15,A,1965,6.4,,1/1/1965
POL,ALCOHOL,TOT,LT_CAP15,A,1966,6.6,,1/1/1966
POL,ALCOHOL,TOT,LT_CAP15,A,1967,6.9,,1/1/1967
POL,ALCOHOL,TOT,LT_CAP15,A,1968,7.4,,1/1/1968
POL,ALCOHOL,TOT,LT_CAP15,A,1969,7.7,,1/1/1969
POL,ALCOHOL,TOT,LT_CAP15,A,1970,7.6,,1/1/1970
POL,ALCOHOL,TOT,LT_CAP15,A,1971,8,,1/1/1971
POL,ALCOHOL,TOT,LT_CAP15,A,1972,8.6,,1/1/1972
POL,ALCOHOL,TOT,LT_CAP15,A,1973,9.2,,1/1/1973
POL,ALCOHOL,TOT,LT_CAP15,A,1974,8.7,,1/1/1974
POL,ALCOHOL,TOT,LT_CAP15,A,1975,9.6,,1/1/1975
POL,ALCOHOL,TOT,LT_CAP15,A,1976,10.8,,1/1/1976
POL,ALCOHOL,TOT,LT_CAP15,A,1977,11.3,,1/1/1977
POL,ALCOHOL,TOT,LT_CAP15,A,1978,10.9,,1/1/1978
POL,ALCOHOL,TOT,LT_CAP15,A,1979,10.9,,1/1/1979
POL,ALCOHOL,TOT,LT_CAP15,A,1980,11.5,,1/1/1980
POL,ALCOHOL,TOT,LT_CAP15,A,1981,8.7,,1/1/1981
POL,ALCOHOL,TOT,LT_CAP15,A,1982,8.5,,1/1/1982
POL,ALCOHOL,TOT,LT_CAP15,A,1983,8.6,,1/1/1983
POL,ALCOHOL,TOT,LT_CAP15,A,1984,8.7,,1/1/1984
POL,ALCOHOL,TOT,LT_CAP15,A,1985,9.4,,1/1/1985
POL,ALCOHOL,TOT,LT_CAP15,A,1986,9.7,,1/1/1986
POL,ALCOHOL,TOT,LT_CAP15,A,1987,9.7,,1/1/1987
POL,ALCOHOL,TOT,LT_CAP15,A,1988,9.5,,1/1/1988
POL,ALCOHOL,TOT,LT_CAP15,A,1989,9.2,,1/1/1989
POL,ALCOHOL,TOT,LT_CAP15,A,1990,8.3,,1/1/1990
POL,ALCOHOL,TOT,LT_CAP15,A,1991,8.8,,1/1/1991
POL,ALCOHOL,TOT,LT_CAP15,A,1992,8.3,,1/1/1992
POL,ALCOHOL,TOT,LT_CAP15,A,1993,8.4,,1/1/1993
POL,ALCOHOL,TOT,LT_CAP15,A,1994,8.3,,1/1/1994
POL,ALCOHOL,TOT,LT_CAP15,A,1995,8.1,,1/1/1995
POL,ALCOHOL,TOT,LT_CAP15,A,1996,8.1,,1/1/1996
POL,ALCOHOL,TOT,LT_CAP15,A,1997,8.6,,1/1/1997
POL,ALCOHOL,TOT,LT_CAP15,A,1998,8.4,,1/1/1998
POL,ALCOHOL,TOT,LT_CAP15,A,1999,8.3,,1/1/1999
POL,ALCOHOL,TOT,LT_CAP15,A,2000,8.4,,1/1/2000
POL,ALCOHOL,TOT,LT_CAP15,A,2001,7.8,,1/1/2001
POL,ALCOHOL,TOT,LT_CAP15,A,2002,8.1,,1/1/2002
POL,ALCOHOL,TOT,LT_CAP15,A,2003,9.1,,1/1/2003
POL,ALCOHOL,TOT,LT_CAP15,A,2004,9.2,,1/1/2004
POL,ALCOHOL,TOT,LT_CAP15,A,2005,9.1,,1/1/2005
POL,ALCOHOL,TOT,LT_CAP15,A,2006,9.9,,1/1/2006
POL,ALCOHOL,TOT,LT_CAP15,A,2007,10.3,,1/1/2007
POL,ALCOHOL,TOT,LT_CAP15,A,2008,10.8,,1/1/2008
POL,ALCOHOL,TOT,LT_CAP15,A,2009,10.2,,1/1/2009
POL,ALCOHOL,TOT,LT_CAP15,A,2010,10,,1/1/2010
POL,ALCOHOL,TOT,LT_CAP15,A,2011,10.3,,1/1/2011
POL,ALCOHOL,TOT,LT_CAP15,A,2012,10.2,,1/1/2012
POL,ALCOHOL,TOT,LT_CAP15,A,2013,10.8,,1/1/2013
POL,ALCOHOL,TOT,LT_CAP15,A,2014,10.5,,1/1/2014
POL,ALCOHOL,TOT,LT_CAP15,A,2015,10.5,,1/1/2015
POL,ALCOHOL,TOT,LT_CAP15,A,2016,10.5,,1/1/2016
POL,ALCOHOL,TOT,LT_CAP15,A,2017,10.6,,1/1/2017
POL,ALCOHOL,TOT,LT_CAP15,A,2018,10.7,,1/1/2018
POL,ALCOHOL,TOT,LT_CAP15,A,2019,11,,1/1/2019
POL,ALCOHOL,TOT,LT_CAP15,A,2020,10.9,,1/1/2020
POL,ALCOHOL,TOT,LT_CAP15,A,2021,11,,1/1/2021
PRT,ALCOHOL,TOT,LT_CAP15,A,1961,15,,1/1/1961
PRT,ALCOHOL,TOT,LT_CAP15,A,1962,15.2,,1/1/1962
PRT,ALCOHOL,TOT,LT_CAP15,A,1963,18.5,,1/1/1963
PRT,ALCOHOL,TOT,LT_CAP15,A,1964,19.4,,1/1/1964
PRT,ALCOHOL,TOT,LT_CAP15,A,1965,19.5,,1/1/1965
PRT,ALCOHOL,TOT,LT_CAP15,A,1966,16.9,,1/1/1966
PRT,ALCOHOL,TOT,LT_CAP15,A,1967,17,,1/1/1967
PRT,ALCOHOL,TOT,LT_CAP15,A,1968,18.3,,1/1/1968
PRT,ALCOHOL,TOT,LT_CAP15,A,1969,14,,1/1/1969
PRT,ALCOHOL,TOT,LT_CAP15,A,1970,19.9,,1/1/1970
PRT,ALCOHOL,TOT,LT_CAP15,A,1971,16,,1/1/1971
PRT,ALCOHOL,TOT,LT_CAP15,A,1972,16.2,,1/1/1972
PRT,ALCOHOL,TOT,LT_CAP15,A,1973,19.1,,1/1/1973
PRT,ALCOHOL,TOT,LT_CAP15,A,1974,18.3,,1/1/1974
PRT,ALCOHOL,TOT,LT_CAP15,A,1975,19.6,,1/1/1975
PRT,ALCOHOL,TOT,LT_CAP15,A,1976,16.9,,1/1/1976
PRT,ALCOHOL,TOT,LT_CAP15,A,1977,13.7,,1/1/1977
PRT,ALCOHOL,TOT,LT_CAP15,A,1978,14,,1/1/1978
PRT,ALCOHOL,TOT,LT_CAP15,A,1979,14.2,,1/1/1979
PRT,ALCOHOL,TOT,LT_CAP15,A,1980,14.9,,1/1/1980
PRT,ALCOHOL,TOT,LT_CAP15,A,1981,15.4,,1/1/1981
PRT,ALCOHOL,TOT,LT_CAP15,A,1982,17,,1/1/1982
PRT,ALCOHOL,TOT,LT_CAP15,A,1983,15.9,,1/1/1983
PRT,ALCOHOL,TOT,LT_CAP15,A,1984,16.4,,1/1/1984
PRT,ALCOHOL,TOT,LT_CAP15,A,1985,13.9,,1/1/1985
PRT,ALCOHOL,TOT,LT_CAP15,A,1986,13.5,,1/1/1986
PRT,ALCOHOL,TOT,LT_CAP15,A,1987,12.4,,1/1/1987
PRT,ALCOHOL,TOT,LT_CAP15,A,1988,12.9,,1/1/1988
PRT,ALCOHOL,TOT,LT_CAP15,A,1989,14.6,,1/1/1989
PRT,ALCOHOL,TOT,LT_CAP15,A,1990,14.4,,1/1/1990
PRT,ALCOHOL,TOT,LT_CAP15,A,1991,14,,1/1/1991
PRT,ALCOHOL,TOT,LT_CAP15,A,1992,13.6,,1/1/1992
PRT,ALCOHOL,TOT,LT_CAP15,A,1993,13.4,,1/1/1993
PRT,ALCOHOL,TOT,LT_CAP15,A,1994,13.3,,1/1/1994
PRT,ALCOHOL,TOT,LT_CAP15,A,1995,12.8,,1/1/1995
PRT,ALCOHOL,TOT,LT_CAP15,A,1996,12.1,,1/1/1996
PRT,ALCOHOL,TOT,LT_CAP15,A,1997,11.8,,1/1/1997
PRT,ALCOHOL,TOT,LT_CAP15,A,1998,11.7,,1/1/1998
PRT,ALCOHOL,TOT,LT_CAP15,A,1999,13.2,,1/1/1999
PRT,ALCOHOL,TOT,LT_CAP15,A,2000,12.8,,1/1/2000
PRT,ALCOHOL,TOT,LT_CAP15,A,2001,12.6,,1/1/2001
PRT,ALCOHOL,TOT,LT_CAP15,A,2002,12.5,,1/1/2002
PRT,ALCOHOL,TOT,LT_CAP15,A,2003,12.2,,1/1/2003
PRT,ALCOHOL,TOT,LT_CAP15,A,2004,12.3,,1/1/2004
PRT,ALCOHOL,TOT,LT_CAP15,A,2005,12,,1/1/2005
PRT,ALCOHOL,TOT,LT_CAP15,A,2006,11.8,,1/1/2006
PRT,ALCOHOL,TOT,LT_CAP15,A,2007,11.5,,1/1/2007
PRT,ALCOHOL,TOT,LT_CAP15,A,2008,11.5,,1/1/2008
PRT,ALCOHOL,TOT,LT_CAP15,A,2009,11.5,,1/1/2009
PRT,ALCOHOL,TOT,LT_CAP15,A,2010,11.3,,1/1/2010
PRT,ALCOHOL,TOT,LT_CAP15,A,2011,10.9,,1/1/2011
PRT,ALCOHOL,TOT,LT_CAP15,A,2012,9.8,,1/1/2012
PRT,ALCOHOL,TOT,LT_CAP15,A,2013,9.5,,1/1/2013
PRT,ALCOHOL,TOT,LT_CAP15,A,2014,10.2,,1/1/2014
PRT,ALCOHOL,TOT,LT_CAP15,A,2015,10.3,,1/1/2015
PRT,ALCOHOL,TOT,LT_CAP15,A,2016,10.4,,1/1/2016
PRT,ALCOHOL,TOT,LT_CAP15,A,2017,10.4,,1/1/2017
